Source,___Id_Number,New_ID,Address,J_ID,UNID,WWTP_Name,Country,Area,Circular_Tank_Count,Rectangular_Tank_Count,Desgin_Capacity,WW_Treatment_Level,Latitude,Longitude,Url_Image,type__found_by_AI__flase_positive,Note,Done,Image_Name,Orabi'sClassification,new name
AI_Predictions,,RT_221,,,Satellite_1147_zoom18_5_1.tif,,Egypt,,4,4,,,31.1360054,31.5272179,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1147_5_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1147_5_1.tif,WWTP,RT_221_AI_Predictions_WWTP
AI_Predictions,,RT_222,,,Satellite_1150_zoom18_0_1.tif,,Egypt,,4,1,,,31.2322712,31.5300541,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1150_0_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1150_0_1.tif,WWTP,RT_222_AI_Predictions_WWTP
AI_Predictions,,RT_223,,,Satellite_1159_zoom18_5_6.tif,,Egypt,,0,2,,,31.3724346,31.5730896,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1159_5_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1159_5_6.tif,WWTP,RT_223_AI_Predictions_WWTP
AI_Predictions,,RT_224,,,Satellite_1162_zoom18_5_0.tif,,Egypt,,4,1,,,31.4355774,31.5243263,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1162_5_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1162_5_0.tif,WWTP,RT_224_AI_Predictions_WWTP
AI_Predictions,,RT_225,,,Satellite_1162_zoom18_6_6.tif,,Egypt,,0,1,,,31.4223557,31.5712795,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1162_6_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1162_6_6.tif,WWTP,RT_225_AI_Predictions_WWTP
AI_Predictions,,RT_226,,,Satellite_1280_zoom18_5_4.tif,,Egypt,,0,10,,,27.4145412,33.6365814,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1280_5_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1280_5_4.tif,WWTP,RT_226_AI_Predictions_WWTP
AI_Predictions,,RT_227,,,Satellite_1287_zoom18_3_4.tif,,Egypt,,0,7,,,27.7937946,33.5741653,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1287_3_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1287_3_4.tif,WWTP,RT_227_AI_Predictions_WWTP
AI_Predictions,,RT_228,,,Satellite_1450_zoom18_6_6.tif,,Egypt,,4,2,,,25.0010223,33.0677757,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1450_6_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,"Done
",AI_Predictions_True Prediction_Focused_1450_6_6.tif,WWTP,RT_228_AI_Predictions_WWTP
AI_Predictions,,RT_229,,,Satellite_146_zoom18_5_1.tif,,Egypt,,7,4,,,29.4565525,30.7142487,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_146_5_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_146_5_1.tif,WWTP,RT_229_AI_Predictions_WWTP
AI_Predictions,,RT_230,,,Satellite_1489_zoom18_5_2.tif,,Egypt,,7,10,,,31.0104237,33.036499,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1489_5_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1489_5_2.tif,WWTP,RT_230_AI_Predictions_WWTP
AI_Predictions,,RT_231,,,Satellite_1636_zoom18_1_3.tif,,Egypt,,4,0,,,27.3305512,30.9687252,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1636_1_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1636_1_3.tif,WWTP,RT_231_AI_Predictions_WWTP
AI_Predictions,,RT_232,,,Satellite_1652_zoom18_0_0.tif,,Egypt,,5,17,,,28.9555931,30.9967594,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1652_0_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1652_0_0.tif,WWTP,RT_232_AI_Predictions_WWTP
AI_Predictions,,RT_233,,,Satellite_1652_zoom18_4_0.tif,,Egypt,,29,0,,,28.9229336,31.0029068,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1652_4_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1652_4_0.tif,WWTP,RT_233_AI_Predictions_WWTP
AI_Predictions,,RT_234,,,Satellite_1655_zoom18_1_2.tif,,Egypt,,2,2,,,29.0098953,31.0783043,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1655_1_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1655_1_2.tif,WWTP,RT_234_AI_Predictions_WWTP
AI_Predictions,,RT_235,,,Satellite_1662_zoom18_1_3.tif,,Egypt,,4,0,,,29.187088,30.9654636,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1662_1_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1662_1_3.tif,WWTP,RT_235_AI_Predictions_WWTP
AI_Predictions,,RT_236,,,Satellite_1719_zoom18_4_2.tif,,Egypt,,3,0,,,30.4804802,30.9601822,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1719_4_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1719_4_2.tif,WWTP,RT_236_AI_Predictions_WWTP
AI_Predictions,,RT_237,,,Satellite_1721_zoom18_2_6.tif,,Egypt,,0,5,,,30.4949684,31.1125889,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1721_2_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1721_2_6.tif,WWTP,RT_237_AI_Predictions_WWTP
AI_Predictions,,RT_238,,,Satellite_1723_zoom18_5_1.tif,,Egypt,,4,1,,,30.535326,31.0113602,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1723_5_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1723_5_1.tif,WWTP,RT_238_AI_Predictions_WWTP
AI_Predictions,,RT_239,,,Satellite_1724_zoom18_1_2.tif,,Egypt,,4,7,,,30.5660725,31.0772629,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1724_1_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1724_1_2.tif,WWTP,RT_239_AI_Predictions_WWTP
AI_Predictions,,RT_240,,,Satellite_1733_zoom18_1_2.tif,,Egypt,,3,0,,,30.7477074,31.0792561,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1733_1_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1733_1_2.tif,WWTP,RT_240_AI_Predictions_WWTP
AI_Predictions,,RT_241,,,Satellite_1744_zoom18_6_1.tif,,Egypt,,0,2,,,30.9436207,31.0101395,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1744_6_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1744_6_1.tif,WWTP,RT_241_AI_Predictions_WWTP
AI_Predictions,,RT_242,,,Satellite_1746_zoom18_4_6.tif,,Egypt,,2,2,,,31.0233192,30.9916992,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1746_4_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1746_4_6.tif,WWTP,RT_242_AI_Predictions_WWTP
AI_Predictions,,RT_243,,,Satellite_1746_zoom18_5_6.tif,,Egypt,,2,1,,,31.0102406,30.9934654,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1746_5_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1746_5_6.tif,WWTP,RT_243_AI_Predictions_WWTP
AI_Predictions,,RT_244,,,Satellite_179_zoom18_5_4.tif,,Egypt,,1,11,,,30.41477585,30.80028725,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_179_5_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_179_5_4.tif,WWTP,RT_244_AI_Predictions_WWTP
AI_Predictions,,RT_245,,,Satellite_1815_zoom18_1_3.tif,,Egypt,,2,0,,,26.2503891,32.0113792,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1815_1_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1815_1_3.tif,WWTP,RT_245_AI_Predictions_WWTP
AI_Predictions,,RT_246,,,Satellite_1817_zoom18_1_5.tif,,Egypt,,1,2,,,26.3057556,31.9632568,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1817_1_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1817_1_5.tif,WWTP,RT_246_AI_Predictions_WWTP
AI_Predictions,,RT_247,,,Satellite_1849_zoom18_2_1.tif,,Egypt,,4,2,,,30.6784954,31.8707333,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1849_2_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1849_2_1.tif,WWTP,RT_247_AI_Predictions_WWTP
AI_Predictions,,RT_248,,,Satellite_1855_zoom18_1_1.tif,,Egypt,,0,3,,,30.8097801,31.8755188,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1855_1_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1855_1_1.tif,WWTP,RT_248_AI_Predictions_WWTP
AI_Predictions,,RT_249,,,Satellite_1856_zoom18_0_3.tif,,Egypt,,2,1,,,30.812849,31.9463825,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1856_0_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1856_0_3.tif,WWTP,RT_249_AI_Predictions_WWTP
AI_Predictions,,RT_250,,,Satellite_1858_zoom18_3_1.tif,,Egypt,,4,1,,,30.846714,31.8757343,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1858_3_1.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1858_3_1.tif,WWTP,RT_250_AI_Predictions_WWTP
AI_Predictions,,RT_251,,,Satellite_1864_zoom18_4_0.tif,,Egypt,,3,6,,,30.9635983,31.8615723,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_1864_4_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_1864_4_0.tif,WWTP,RT_251_AI_Predictions_WWTP
AI_Predictions,,RT_252,,,Satellite_2030_zoom18_4_6.tif,,Egypt,,14,10,,,27.2439156,31.2795677,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2030_4_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2030_4_6.tif,WWTP,RT_252_AI_Predictions_WWTP
AI_Predictions,,RT_253,,,Satellite_2031_zoom18_2_0.tif,,Egypt,,6,0,,,27.2602406,31.2943268,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2031_2_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2031_2_0.tif,WWTP,RT_253_AI_Predictions_WWTP
AI_Predictions,,RT_254,,,Satellite_2042_zoom18_5_0.tif,,Egypt,,0,22,,,29.0916901,31.1693268,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2042_5_0.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2042_5_0.tif,WWTP,RT_254_AI_Predictions_WWTP
AI_Predictions,,RT_255,,,Satellite_2045_zoom18_4_4.tif,,Egypt,,6,1,,,29.2247143,31.208334,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2045_4_4.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2045_4_4.tif,WWTP,RT_255_AI_Predictions_WWTP
AI_Predictions,,RT_256,,,Satellite_2048_zoom18_0_5.tif,,Egypt,,0,8,,,29.3156242,31.2742291,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2048_0_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2048_0_5.tif,WWTP,RT_256_AI_Predictions_WWTP
AI_Predictions,,RT_257,,,Satellite_2050_zoom18_4_5.tif,,Egypt,,0,12,,,29.339901,31.2767181,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2050_4_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2050_4_5.tif,WWTP,RT_257_AI_Predictions_WWTP
AI_Predictions,,RT_258,,,Satellite_2055_zoom18_6_6.tif,,Egypt,,6,0,,,29.4472141,31.2225037,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2055_6_6.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2055_6_6.tif,WWTP,RT_258_AI_Predictions_WWTP
AI_Predictions,,RT_259,,,Satellite_2061_zoom18_1_2.tif,,Egypt,,4,9,,,29.6094742,31.1910915,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2061_1_2.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2061_1_2.tif,WWTP,RT_259_AI_Predictions_WWTP
AI_Predictions,,RT_260,,,Satellite_2061_zoom18_1_3.tif,,Egypt,,5,4,,,29.6054649,31.1976376,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2061_1_3.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2061_1_3.tif,WWTP,RT_260_AI_Predictions_WWTP
AI_Predictions,,RT_261,,,Satellite_2062_zoom18_5_5.tif,,Egypt,,6,2,,,29.5697651,31.276722,https://cgiar.sharepoint.com/sites/IWMI-E-ReWater/Shared%20Documents/Forms/AllItems.aspx?id=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt%2FFocused_2062_5_5.tif&parent=%2Fsites%2FIWMI%2DE%2DReWater%2FShared%20Documents%2FPilar%201%20%2D%20AI%2Fimages%2Fimages%5Fegypt,True Prediction,,Done,AI_Predictions_True Prediction_Focused_2062_5_5.tif,WWTP,RT_261_AI_Predictions_WWTP
